TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
33,09999999962747;245,79999999981374;371,29999999981374;262,29999999981374;242,59999999962747;36;1043,033
32,700000000186265;70,79999999981374;165,59999999962747;59,799999999813735;40,89999999944121;36;1043,033
33,09999999962747;48,09999999962747;163,29999999981374;59,39999999944121;41,09999999962747;36;1043,033
34,200000000186265;52,59999999962747;170,09999999962747;62,09999999962747;43;36;1043,033
31,600000000558794;69,90000000037253;166;58,90000000037253;40;36;1043,033
31,799999999813735;66,79999999981374;160,3999999994412;58,59999999962747;40,09999999962747;36;1043,033
33,39999999944121;56,09999999962747;162;59,89999999944121;41,299999999813735;36;1043,033
33,799999999813735;325,5;451;346,29999999981374;320,5;36;1043,033
37,89999999944121;50;176,09999999962747;66;46,299999999813735;36;1043,033
33;44,59999999962747;162,29999999981374;59,09999999962747;40,5;36;1043,033
