TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
31,699999999953434;2421,1999999999534;2514,6999999999534;2443,6999999999534;2416,5999999999767;24;1034,591
32,0999999998603;2421,1999999999534;2508,5999999998603;2439;2414,7999999998137;24;1034,591
31,399999999906868;2423,399999999907;2516,5;2443;2418,7999999998137;24;1034,591
42,799999999813735;2420,899999999907;2512;2442;2414,7999999998137;24;1034,591
34,5;2422,0999999996275;2517,7999999998137;2439,5;2416;24;1034,591
35,5;2425,899999999907;2519,100000000093;2447,600000000093;2421,5;24;1034,591
34,60000000009313;2423;2501,100000000093;2431;2412,1999999997206;24;1034,591
39,6999999997206;2421,2999999998137;2509,5999999996275;2440;2413,5;24;1034,591
31,100000000558794;2427,100000000559;2519,9000000003725;2448;2421,5;24;1034,591
30,299999999813735;2419,4000000003725;2500,2000000001863;2432;2411,9000000003725;24;1034,591
