TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
31,400000000023283;4352,400000000023;14692,300000000047;7803,20000000007;4349,800000000047;64;759,928
34,20000000006985;4352;14710,800000000047;7818,900000000023;4345,099999999977;64;759,925
38,699999999953434;4378,400000000023;14679,79999999993;7807,79999999993;4376,199999999953;64;759,903
32,59999999997672;4356,099999999977;14728,199999999953;7822,199999999953;4353,599999999977;64;759,928
28,900000000023283;4380,5;14672,900000000023;7804,79999999993;4378,699999999953;64;759,903
30;4349,5;14700,300000000047;7818,599999999977;4347,900000000023;64;759,928
33,59999999997672;4377,899999999907;14681,399999999907;7804,099999999977;4375,599999999977;64;759,928
37,5;4386,5;14677,400000000023;7808,199999999953;4379,900000000023;64;759,903
38,59999999997672;4374,199999999953;14744,5;7856,599999999977;4372,899999999907;64;759,928
31,400000000023283;4379,300000000047;14708,600000000093;7815,900000000023;4377,900000000023;64;759,928
