TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
30,700000000186265;99,29999999981374;271;143,5;97,29999999981374;29;1220,888
38;99;255,1000000005588;131;97,70000000018626;29;1220,911
29,800000000745058;94,30000000074506;266,70000000018626;133,90000000037253;88,30000000074506;29;1220,888
32,5;92,20000000018626;247,70000000018626;124,20000000018626;90,70000000018626;29;1220,888
29,799999999813735;91,40000000037253;270;126,90000000037253;90,40000000037253;29;1220,888
36,90000000037253;116,30000000074506;262,30000000074506;140,20000000018626;106,80000000074506;29;1220,888
37,59999999962747;106,09999999962747;262;137,8999999994412;103,69999999925494;29;1220,888
31,5;93;266,5;125,09999999962747;92,20000000018626;29;1220,911
31,09999999962747;101,29999999981374;260,09999999962747;138,09999999962747;99,29999999981374;29;1220,888
31,300000000745058;94,20000000018626;241,6000000005588;125,1000000005588;92,80000000074506;29;1220,888
