TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
6,599999999976717;41,79999999998836;134,19999999998254;33,5;14,89999999999418;24;16,177
7,2999999999883585;33,70000000001164;135,5;35,29999999998836;16,20000000001164;24;16,177
7,7000000000116415;36,600000000034925;133;34,600000000034925;16,100000000034925;24;16,177
8,299999999988358;27,79999999998836;133,89999999996508;34,59999999997672;16,20000000001164;24;16,177
6,899999999965075;32,20000000001164;129,5;32,5;15;24;16,177
7,099999999976717;33,09999999997672;142;34,40000000002328;15,599999999976717;24;16,177
6;40,899999999965075;129,09999999997672;32,899999999965075;14,799999999988358;24;16,177
6,900000000023283;22,79999999993015;131,29999999993015;33,199999999953434;14,79999999993015;24;16,177
9,5;45,5;138,19999999995343;37;18;24;16,177
7;45,29999999993015;136;34,79999999993015;15,900000000023283;24;16,177
