TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
33,89999999944121;118,5;183,09999999962747;109,3999999994412;90,70000000018626;28;1037,193
29,799999999813735;107,29999999981374;182;109,19999999925494;90,69999999925494;28;1037,193
31,200000000186265;103,6000000005588;184,1000000005588;110,6000000005588;90,5;28;1037,193
31;90,6000000005588;181,1000000005588;105,20000000018626;86,6000000005588;28;1037,193
30,299999999813735;119,5;183,29999999981374;111;91,70000000018626;28;1037,193
30,59999999962747;118,5;180,29999999981374;110,59999999962747;91,09999999962747;28;1037,193
30,09999999962747;446,20000000018626;536,5;463,20000000018626;443,09999999962747;28;1037,193
32;98,80000000074506;183;109,30000000074506;91,30000000074506;28;1037,193
37,299999999813735;108,59999999962747;190,5;116,59999999962747;97,3999999994412;28;1037,193
30,799999999813735;99,69999999925494;175,29999999981374;107,3999999994412;89;28;1037,193
