TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
32,5;4380,899999999441;12201,099999999627;7724,899999999441;4379,199999999255;25;1214,206
31,799999999813735;4350,4000000003725;12169;7712;4348;25;1214,183
30,300000000745058;4349,700000000186;12152,100000000559;7708,300000000745;4347,800000000745;25;1214,183
31,5;4383,800000000745;12159,700000000186;7710,5;4377,5;25;1214,183
30,5;4353;12184;7723,300000000745;4350,300000000745;25;1214,206
31,299999999813735;4355,100000000559;12180,299999999814;7727,100000000559;4348,5;25;1214,183
34;4354,700000000186;12140,100000000559;7727,100000000559;4350,299999999814;25;1214,183
31,100000000558794;4354;12172,200000000186;7713,800000000745;4351,4000000003725;25;1214,206
38,700000000186265;4344,4000000003725;12171;7722,800000000745;4343;25;1214,206
32,700000000186265;4348,300000000745;12161,800000000745;7717,700000000186;4347,200000000186;25;1214,183
