TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
31,40000000037253;51,700000000186265;161,5;57,700000000186265;39,799999999813735;30;23,359
32,5;57,40000000037253;160,59999999962747;58,5;40,200000000186265;30;23,359
31,5;51;156;57,59999999962747;39,799999999813735;30;23,359
33,5;50;160,59999999962747;59,39999999944121;41,700000000186265;30;23,359
37,5;54,09999999962747;172,8999999994412;63,799999999813735;45,5;30;23,359
36,80000000074506;57,30000000074506;166,30000000074506;63,10000000055879;44,90000000037253;30;23,359
36,799999999813735;74,40000000037253;164,40000000037253;63,60000000055879;45,10000000055879;30;23,359
32,39999999944121;64,69999999925494;167,5;59,89999999944121;41,19999999925494;30;23,359
39,299999999813735;63,299999999813735;177,79999999981374;66,3999999994412;47,299999999813735;30;23,359
31,200000000186265;125;226;125,8999999994412;106,8999999994412;30;23,359
