TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
32,799999999813735;50,299999999813735;168,20000000018626;59,299999999813735;41,09999999962747;30;23,359
33,799999999813735;46,799999999813735;160,8999999994412;60;41,799999999813735;30;23,359
31,59999999962747;53,299999999813735;158,19999999925494;58;39,59999999962747;30;23,359
30,100000000558794;55,700000000186265;157,40000000037253;56,799999999813735;38,299999999813735;30;23,359
33;53,40000000037253;160,1000000005588;59,700000000186265;40,80000000074506;30;23,359
31,799999999813735;55,299999999813735;158,19999999925494;57,19999999925494;39,39999999944121;30;23,359
32,200000000186265;96,09999999962747;207;106,40000000037253;87,59999999962747;30;23,359
33,90000000037253;53,30000000074506;166,6000000005588;61,30000000074506;42,200000000186265;30;23,359
36,10000000055879;47,200000000186265;166,79999999981374;62,5;44,200000000186265;30;23,359
31,299999999813735;52,5;165,8999999994412;58,09999999962747;38,89999999944121;30;23,359
