TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
7,900000000023283;31,300000000046566;134,59999999997672;34,5;16,20000000006985;26;18,849
7,399999999906868;46,59999999997672;135,19999999995343;36,39999999990687;16,5;26;18,849
7,299999999930151;83,89999999990687;196,79999999993015;89,19999999995343;70,5;27;19,449
6,899999999906868;989,7999999999302;1111,1999999999534;1005,3999999999069;986,6999999999534;26;18,849
7,299999999930151;32,39999999990687;139;35;16,5;26;18,849
6,900000000023283;270,5999999999767;363,9000000000233;260,69999999995343;242,5;26;18,849
12,099999999976717;39,5;143,19999999995343;39,800000000046566;20,800000000046566;26;18,849
7,799999999930151;207,09999999997672;301,4000000000233;198,29999999993015;178,90000000002328;26;18,849
9,5;43,5;148,59999999997672;38,09999999997672;18,5;26;18,849
6,799999999930151;42,59999999997672;139,59999999997672;34,199999999953434;15,099999999976717;26;18,849
