TTFB;FCP;LCP;Duration;DomInteractive;NumberOfRequests;TotallyTransferredKBytes
8,199999999953434;45,29999999993015;135;35,40000000002328;16,79999999993015;26;18,849
9,5;545,1000000000931;667,8000000000466;560,8000000000466;542;26;18,849
7;215,80000000004657;333,80000000004657;226,40000000002328;208,80000000004657;26;18,849
9,099999999976717;29,599999999976717;139,09999999997672;36,800000000046566;17,5;26;18,849
6,899999999906868;30,899999999906868;136,69999999995343;33,89999999990687;15,199999999953434;26;18,849
12,5;197,40000000002328;309,4000000000233;195,5;177,59999999997672;26;18,849
9,400000000023283;48,79999999993015;144;37,40000000002328;18,099999999976717;26;18,849
8,199999999953434;38;139,69999999995343;35,89999999990687;16,5;26;18,849
8,300000000046566;38,20000000006985;140,90000000002328;36,09999999997672;16,599999999976717;26;18,849
9,399999999906868;39,89999999990687;146,69999999995343;38;17,599999999976717;26;18,849
